sample,FG001,FG002,FG003,FG004,FG005,FG006,FG007,FG009,FG010,FG011,FG013,FG014,FG015,FG016,FG017,FG018,FG019,FG021,FG024,FG026,FG027,FG031,FG032,FG033,FG034,FG035,FG100_B,FG101_B,FG102_B,FG103_B,FG104_B,FG106,FG107,FG108,FG109,FG111,FG201,FG202,FG203,FG204,FG205,FG206,FG207,FG209,FG210,FG211,FG212,Q314,Q316,Q318,Q323,Q324,Q325,Q326,Q330,Q332,Q334,Q338,Q339,Q347,Q351,Q352,Q353,Q354,Q355,Q356
12278,0000,1214,0000,0409,1113,0910,0909,0310,0000,0709,1112,0000,0000,0710,0909,0000,0910,0910,0909,0909,0808,0909,0000,0711,1111,0711,0911,0710,0710,0309,0716,0911,0808,0909,0813,0910,1017,0209,0709,0811,0000,0309,0709,0911,0709,0909,0000,0707,0909,1011,0707,0709,0709,0910,0307,0713,0709,0709,0715,0711,0710,0911,0000,0712,0507,0913
12288,1013,1313,1313,0000,1313,1113,1314,0303,1313,0000,1213,0613,1315,1313,1313,1313,1313,1313,1213,0513,1213,1213,0000,1313,1313,1316,0813,0101,1313,1313,0409,1313,0202,1013,1315,1212,0000,1313,1313,1313,1313,1313,1313,1717,1313,1313,1313,1213,1316,1313,1313,1313,1213,1515,1314,1313,1315,1313,1113,1313,0313,1313,1213,1316,0513,0712
12291,0505,0505,0000,0405,0505,0508,0404,0405,0505,0405,0505,0606,0404,0404,0507,0405,0505,0505,0404,0505,0404,0404,0405,0405,0505,0404,0404,0104,0404,0404,0205,0000,0505,0505,0404,0405,0505,0405,0406,0505,0405,0405,0606,0505,0000,0505,0405,0404,0000,0404,0505,0507,0405,0505,0505,0404,0405,0000,0404,0505,0405,0303,0404,0505,0505,0505
12292,0609,0000,0606,0406,0606,0506,0606,0606,0606,0000,0606,0404,0606,0606,0000,0000,0606,0606,0606,0606,0106,0606,0606,0606,0404,0606,0606,0606,0606,0606,0406,0808,0606,0606,0606,0606,0606,0606,0000,0406,0606,0106,0606,0306,0606,0606,0606,0606,0606,0606,0206,0606,0606,0606,0606,0000,0609,0606,0909,0606,0606,0607,0606,0000,0606,0000
12293,0404,0202,0404,0404,0404,0404,0404,0408,0404,0404,0404,0404,0404,0404,0404,0404,0204,0404,0202,0000,0404,0104,0104,0404,0404,0000,0404,0404,0404,0404,0404,0104,0404,0505,0404,0404,0404,0404,1010,0404,0404,0404,0404,0404,0404,0404,0204,0404,0204,0104,0404,0404,0409,0404,0404,0405,0404,0404,0404,0404,0304,0404,0000,0206,0404,0407
12294,2424,2327,1818,1818,1818,1818,0000,1818,1818,0000,1010,1218,0606,2121,0606,0606,0000,0606,1818,0303,1818,1818,0000,0000,1818,1818,1818,1010,1818,0218,1727,1818,2227,2727,1216,0000,1824,1313,1818,0000,2527,0000,1818,0101,0621,1818,0404,1010,1818,0606,1717,1818,1418,1819,0710,0000,1818,1818,1818,0218,0511,2828,0000,0326,1818,0818
12295,1111,1111,1011,0811,1112,1111,0611,0000,0611,1012,1113,1112,0611,1012,0000,0311,1011,1112,1112,1011,0606,1112,0000,0811,1112,1112,1112,1111,0610,0711,0211,1011,0312,1111,0000,0312,0711,1011,1112,1112,0811,1112,0000,0202,1011,0111,0000,1112,1112,1112,1111,1111,0510,0312,1111,0411,0808,0000,0311,1112,0911,1111,0303,1112,0000,1011
12296,1414,0000,1616,1414,1022,2222,1416,0408,1010,0000,1422,1122,0000,1022,1416,1014,1014,1822,1414,2222,0000,1622,1414,0814,2222,1010,1019,1010,0114,0723,2022,1416,1010,1622,1414,0719,0000,1011,1622,2222,0322,2222,2222,1012,1313,1622,1416,1821,0514,1422,1619,0000,1722,0222,1015,1616,0609,1416,1616,1016,1022,0202,1022,1416,1422,1016
12299,0404,0404,0404,0406,0404,0404,0404,0406,0404,0404,0404,0404,0404,0404,0404,0404,0404,0104,0404,0404,0404,0404,0404,0304,0404,0404,0104,0404,0404,0404,0404,0404,0404,0406,0404,0404,0405,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0404,0104,0404,0404,0404,0406,0404,0404,0404,0404,0406,0404,0404,0404,0000,0404,0204,0404
12301,0000,0707,0707,0000,0000,0000,0407,0708,0707,0707,0808,0207,0707,0707,0404,0707,0101,0404,0707,0707,0204,0404,0407,0404,0000,0207,0407,0707,0707,0707,0407,0707,0000,0000,0404,0407,0407,0707,0407,0000,0000,0404,0707,0707,0707,0207,0707,0207,0707,0407,0000,0707,0104,0407,0607,0408,0202,0707,0407,0404,0404,0708,0202,0707,0707,0303
12302,1011,0909,0000,0000,0209,0109,0909,0916,0920,0909,0909,1515,0909,0000,0000,0909,0409,2020,0909,0920,0509,0000,0000,0909,0920,0101,0909,2325,0709,0909,0309,0000,0000,0609,0000,0911,0909,0909,1919,0000,0909,0909,0909,0909,0909,0924,0912,0909,0909,0309,0606,0809,1721,2626,0909,0909,0000,0000,0909,1818,0913,1414,0000,0620,0909,0926
12303,1213,0000,1212,1212,1012,1111,0000,0000,0811,1111,1111,1212,1112,1212,1212,1111,1212,0611,1111,1212,0606,1212,1112,1112,0808,1111,1212,1212,1115,1212,1115,0000,1115,1112,1616,1212,1212,0000,0707,1112,1111,0000,1111,0312,0205,1112,1212,1616,1111,1111,0411,1112,0505,1212,1112,1111,1212,1212,0111,1212,0000,1112,1212,1212,1212,0612
12305,0713,0707,0707,0303,0707,0000,0000,0707,0707,0707,0000,1414,0707,1313,0707,0000,0707,1313,0707,1313,0707,1313,0000,0000,0707,0707,0707,0707,0000,0000,0707,0000,0707,0707,0707,0303,0707,0707,0707,0101,0707,0713,1212,0713,0303,0707,0505,0000,0909,1313,0707,0407,0712,0000,0000,0707,0808,0709,0000,0207,0505,0407,0707,1111,0707,1313
12308,0505,0707,0711,0000,0507,0205,0507,0707,0707,0507,0707,0505,0000,0000,0000,0707,0707,0712,0505,0707,0707,0707,0207,0507,0507,0505,0707,0607,1212,0707,0711,0509,0708,0707,0707,0707,0000,0710,0507,0707,0505,0707,0000,0707,0507,0105,0711,0707,0707,0305,0505,0711,0507,0407,0707,0712,0707,0707,0707,0505,0505,0507,0505,0707,0505,0507
12312,0708,0707,0713,0707,0407,0115,0707,0708,0707,0416,0707,0715,0000,0413,0707,0716,0707,0000,0000,0711,0707,0707,0715,0707,0000,0707,0707,0207,0707,0507,0707,0410,0715,0707,0709,0607,0712,1515,0411,0000,0707,0707,0711,0708,0707,0415,0707,0707,0707,0712,0404,0707,0415,0415,0407,0714,0715,0709,0707,0305,0515,0707,0000,0516,0407,1313
12315,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0203,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0102,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0102,0202,0202
12324,0207,0204,0000,0202,0205,0206,0205,0202,0205,0202,0105,0204,0101,0207,0202,0205,0000,0202,0202,0204,0203,0207,0405,0202,0205,0204,0105,0204,0202,0202,0202,0204,0107,0105,0202,0102,0204,0202,0102,0102,0207,0202,0204,0102,0102,0205,0205,0202,0104,0205,0000,0102,0206,0204,0202,0102,0205,0102,0202,0105,0205,0101,0606,0205,0202,0102
12328,0505,0507,0505,0505,0507,0407,0505,0505,0505,0000,0505,0507,0507,0505,0505,0505,0505,0000,0505,0606,0505,0707,0505,0505,0505,0505,0507,0506,0101,0505,0505,0505,0505,0505,0505,0505,0505,0508,0404,0405,0000,0505,0505,0707,0505,0000,0507,0505,0505,0407,0505,0405,0507,0505,0707,0505,0000,0405,0707,0000,0505,0507,0505,0505,0505,0405
12332,0203,0303,0000,0203,0203,0203,0304,0303,0202,0203,0203,0304,0205,0206,0303,0203,0203,0202,0303,0203,0304,0303,0303,0203,0203,0303,0406,0203,0303,0305,0303,0000,0204,0303,0303,0203,0305,0303,0203,0203,0202,0203,0307,0203,0305,0307,0305,0303,0203,0304,0203,0203,0303,0303,0203,0203,0203,0303,0203,0307,0103,0303,0303,0202,0206,0203
12337,0808,0808,0808,0808,0808,0208,0308,0808,0811,0808,0811,0811,0808,0808,0308,0303,0811,0808,0308,0808,0708,0308,0808,0808,0303,0808,0809,0308,0808,0308,0108,0303,0808,0808,0808,1111,0808,0708,0811,0304,0811,0303,0811,0810,0809,0308,0308,0808,0708,0308,0808,0000,0809,0808,0308,0808,0808,0311,0811,0808,0808,1111,0808,0308,0808,0303
12342,0607,0000,0606,0606,0404,0707,0707,0404,0404,0606,0611,0411,0000,0606,0707,0707,0404,0406,0406,0707,0708,0707,0000,0707,0407,0606,0307,0707,0107,0406,0707,0404,0101,0609,0707,0606,0407,0607,0404,0608,0000,0606,0707,0707,0404,0406,1010,0404,0404,0406,0404,0000,0606,0407,0404,0406,0606,0707,0707,0404,0711,0606,0404,0404,0404,0407
12343,0101,0105,0101,0101,0101,0105,0101,0101,0104,0101,0101,0101,0101,0101,0101,0101,0101,0104,0101,0105,0101,0105,0101,0101,0101,0000,0101,0101,0101,0101,0101,0101,0101,0101,0105,0104,0101,0101,0101,0105,0101,0102,0101,0101,0101,0104,0104,0104,0102,0101,0101,0101,0101,0102,0105,0101,0103,0101,0101,0101,0101,0105,0105,0104,0101,0101
12345,1016,0606,1011,1313,1111,1010,1111,0606,1111,1011,1313,0202,0000,0606,1011,0000,1114,0606,0111,1313,1010,0000,1818,1111,0000,0000,1017,1114,1111,1111,1818,0000,0000,0610,1111,1111,1111,0111,0000,0101,0811,1111,1010,1111,1114,0505,1118,0911,1111,1515,0000,0000,0707,0511,0513,0606,0606,0606,0000,0414,0101,1114,1111,1111,0000,0505
12349,0606,0202,0606,0606,0606,0606,0606,0606,0506,0606,0608,0606,0000,0000,0606,0000,0606,0000,0606,0000,0606,0606,0000,0606,0606,0606,0606,0606,0606,0000,0606,0606,0606,0606,0606,0606,0607,0606,0606,0606,0606,0406,0606,0606,0606,0606,0606,0606,0306,0606,0606,0606,0506,0606,0606,0606,0606,0606,0606,0606,0606,0106,0206,0000,0606,0606
12354,0505,0505,0505,0505,0505,0305,0506,0305,0000,0505,0505,0205,0505,0505,0305,0505,0505,0505,0505,0505,0305,0505,0305,0105,0305,0505,0505,0505,0305,0505,0505,0405,0505,0205,0305,0505,0305,0205,0505,0506,0505,0505,0505,0505,0205,0505,0505,0505,0305,0505,0505,0505,0505,0505,0505,0505,0505,0404,0305,0505,0505,0505,0505,0305,0505,0505
12358,0000,0307,0707,0709,0309,0707,0707,0709,0307,0107,0709,0709,0707,0707,0107,0507,0303,0707,0808,0000,0209,0109,0909,0707,0909,0709,0103,0103,0107,0909,0707,0709,0707,0707,0707,0707,0307,0000,0101,0710,0909,0000,0909,0707,0909,0107,0407,0303,0000,0909,0909,0000,0707,0909,0709,0707,0707,0709,0709,0309,0909,0909,0909,0709,0000,0909
12359,0000,0209,0106,0000,0303,0305,0000,0606,0505,0108,0506,0106,0308,0305,0512,0303,0606,0103,0505,0101,0305,0101,0305,0303,0000,0000,0000,0909,0112,0512,0000,0309,0105,0105,0606,0303,0000,0311,0306,0101,0311,0303,0306,0606,0000,0505,0303,0105,0303,0303,0505,0101,0103,0101,0303,0303,0303,0000,0000,0000,0303,0103,0303,0306,0408,0511
12360,0707,0707,0607,0707,0307,0707,0607,1111,0707,1212,0707,0707,0707,0707,0607,0707,0611,0707,0707,0707,0712,0707,0707,0101,0707,0000,0000,0707,0606,1010,0707,0707,1313,0209,0707,0000,1010,0707,0707,1010,0000,0707,0707,0707,0707,0404,0707,0707,0707,0505,0707,0707,1010,0000,0707,1010,0707,0707,0707,0707,0808,0707,0707,0000,0707,0712
12363,0303,0303,0303,0303,0303,0304,0303,0303,0303,0303,0303,0303,0304,0303,0303,0303,0303,0303,0304,0303,0304,0303,0303,0303,0304,0303,0303,0303,0304,0303,0404,0303,0304,0303,0303,0303,0303,0303,0303,0303,0303,0303,0304,0203,0103,0303,0303,0303,0303,0304,0303,0304,0304,0304,0203,0304,0303,0303,0303,0303,0303,0303,0000,0304,0304,0304
12365,0808,0505,0108,0202,0202,0808,0000,0202,0202,0202,0208,0303,0202,0202,0207,0000,0202,0808,0000,0101,0808,0808,0808,0208,0202,0202,0208,0208,0404,0808,0206,0808,0808,0808,0607,0208,0202,0206,0202,0808,0202,0102,0808,0808,0208,0808,0000,0208,0202,0202,0208,0408,0208,0202,0202,0708,0202,0000,0909,0208,0207,0202,0808,0102,0208,0202
12366,0303,0303,0303,0303,0103,0303,0303,0303,0303,0303,0303,0303,0303,0000,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0203,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0304,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0103,0303,0303
12367,1618,1617,1618,1818,1717,1616,1818,1616,1717,1618,1617,1820,1616,0000,0516,1616,1616,1616,1818,0000,1818,1616,1616,1818,0000,1616,1818,1818,0808,0522,0000,1616,0000,1216,0303,1616,1818,1818,0917,1818,1119,1623,0000,1818,1616,1617,1616,0117,0204,1616,0306,1618,0316,0000,0216,1016,1616,0516,1617,1617,0715,1616,1616,1616,0000,1617
12369,0303,0000,0303,0303,0303,0303,0303,0303,0303,0303,0303,0304,0303,0000,0303,0000,0303,0303,0303,0303,0303,0000,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0303,0000,0303,0303,0303,0000,0303,0203,0303,0303,0103,0303,0303,0303,0303,0303,0303,0304,0304,0000,0304,0304,0303
12372,0207,0707,0709,0707,0707,0707,0707,0709,0000,0607,0107,0707,0102,0707,0707,0707,0709,0707,0707,0709,0707,0000,0707,0707,0707,0707,0707,0707,0707,0707,0710,0712,0707,0707,0707,0709,0707,0707,0709,0508,0707,0711,0707,0707,0207,0707,0707,0707,0607,0709,0407,0707,0707,0107,0707,0304,0204,0202,0207,0204,0707,0707,0107,0207,0707,0707
12373,0000,0505,0506,0505,0505,0105,0505,0505,0505,0405,0505,0505,0505,0505,0406,0405,0505,0507,0505,0405,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0505,0506,0405,0000,0505,0404,0505,0505,0505,0506,0505,0205,0506,0505,0505,0505,0505,0505,0205,0505,0305,0505,0505,0505,0505,0505,0208,0505
12378,0505,0404,0505,0510,0512,0505,0000,0505,0505,0510,0913,0505,0505,0505,0505,0000,0505,0505,0505,0505,0000,0000,1212,0505,0305,0000,0505,1010,0505,0505,0505,0505,0508,0506,0505,0505,0105,0510,0511,0505,0505,0505,0105,0505,0505,0505,0105,0505,0505,0505,0505,0505,0305,0505,0101,0510,1010,0505,0505,0103,0505,0510,0000,0505,0505,0505
12383,0000,0505,0000,0000,0519,0819,0000,0811,0811,0708,1111,0815,0819,0000,1214,0408,1818,0408,0819,0808,1618,0707,0000,0202,0000,0000,0000,1119,1111,1112,0413,1111,1111,1111,1111,0000,1819,1111,1819,1111,1111,1112,1219,1919,1118,1112,1119,1218,0000,0808,0311,0811,0412,1011,1212,0911,0812,1212,0909,0808,1212,1212,0808,0707,0606,0809
12385,1717,1010,0000,0410,1010,1010,0415,1015,0000,0505,0404,1015,1212,1010,1015,1515,1016,1218,1010,1015,1212,1515,1015,1015,1010,0000,0101,1217,0912,1018,1215,1019,1015,0510,1012,0910,1010,0610,0000,1015,1010,0910,1010,1515,1012,1618,0000,1010,1010,1217,0417,0000,0000,1212,1616,0000,1215,0412,1515,1010,0910,1010,1010,1010,1010,0210
12389,0610,0000,1414,0614,0914,0714,0514,1414,0707,0714,0916,0909,0909,0914,0514,0714,0909,0514,0000,0000,1414,1414,0000,0909,0709,0914,0808,0512,0914,0414,0405,0414,0414,0214,0409,0714,0909,0713,0609,0709,1114,0914,0409,0707,0107,0709,0914,1414,0000,0714,1414,0000,1414,0409,0000,0309,0714,0405,0909,0709,1414,0714,1414,0714,1414,0000
12390,0518,0911,0909,0909,0909,0917,0917,0909,0909,0909,0109,0909,0609,0909,0909,0909,0909,0909,0909,0000,0909,0909,0909,0809,0909,0909,0909,0912,0909,0909,0909,0716,0909,0909,0303,0917,0909,0909,0409,0909,0909,0909,0909,0919,0909,0909,0909,0909,0000,0909,0920,0919,0909,0909,0913,0909,0909,0909,0910,0909,0909,0609,0000,0303,0909,0909
12391,0707,0310,0000,0707,0707,0707,0307,0707,0707,0707,0707,0712,0000,0707,0303,0707,0707,0707,0707,0707,0707,0707,0710,0708,0707,0707,0707,0707,0707,0707,0707,0707,0707,0307,0707,0707,0707,0707,0707,0707,0707,0207,0307,0710,0707,0307,0707,0707,0407,0607,0309,0107,0307,0507,0707,0707,0707,0000,0107,0707,0707,0711,0000,0707,0507,0707
12392,0309,0306,0303,0000,0808,0909,0000,0913,0909,0909,0000,0909,0909,0913,0913,0309,0909,0911,0913,0303,0909,0909,0909,0909,0000,0909,0913,0409,0909,1111,0909,0911,0909,0909,0909,0909,0909,0913,0709,0909,0109,0909,0909,0000,0909,0209,0909,1213,0109,0909,0909,0909,0909,0303,0910,0913,0909,0000,0303,0909,0909,0909,0909,0309,0409,0509
12398,0606,0606,0606,0606,0608,0616,0606,0606,0606,0000,0000,0614,0000,0606,0606,0606,0606,0606,0000,0606,0606,0606,0606,0616,0606,0606,0617,0000,0615,0606,0606,0406,0606,0606,0606,0000,0606,0606,0606,0606,0606,0606,0606,0616,0612,0606,0000,0106,0606,0606,0606,0606,0606,0606,0618,0606,0606,0606,0606,0606,0610,0606,0000,0610,0000,0607
12399,1313,1315,0613,0000,0909,1315,0606,0909,0913,0913,0509,0506,0913,0615,0513,1315,0000,1213,1313,0909,0913,1313,0909,0909,1313,0909,0000,1313,0404,0914,0215,0513,0509,1313,0215,0913,1314,0915,0913,0913,0909,0914,0514,1415,1515,1315,1314,0913,0000,0109,1315,0000,1314,0909,0913,0615,0000,0000,0914,0909,1114,0714,0000,0913,1014,1015
12403,1212,1215,1220,0303,0112,0000,1418,0606,0115,1212,1015,1212,1519,1216,0000,1515,1212,1515,0405,0112,1219,1219,0712,0000,0000,0112,1215,1217,1518,1215,0812,1619,1315,0101,1220,0101,1212,1219,0408,1212,1515,0810,0101,1212,0515,1212,0315,1212,1212,0122,1212,0812,1521,0518,0912,0311,0718,1212,0212,0112,0108,0115,1212,0314,0312,0101
12404,1010,1010,1010,1010,0910,0410,1010,1010,0000,0710,0810,1010,1010,0710,1010,0710,1010,0103,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,0607,0310,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,0202,1010,1010,1010,1010,1010,1010,0000,1010,0710,1010,1010,1010,0710,0510,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010,1010
12410,0812,1213,0000,0812,1011,0812,1212,0000,0408,0408,0412,0111,0303,0000,0812,0303,1212,1012,0414,1012,0414,0808,0101,1212,1214,0808,0112,0614,1213,0412,1212,1212,0404,1011,0101,0414,0408,0505,0404,0812,0708,0812,0204,0408,0212,1012,0404,0909,0412,0404,0808,0812,0000,0408,0000,0110,0412,0000,0000,0408,0411,0208,1212,0212,0814,1212
12412,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0102,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0102,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0102,0101,0101,0101,0101,0101,0101,0101,0101,0101
12413,1111,0714,1112,1818,0000,1111,1111,1111,1111,0000,1717,1621,1111,0707,1111,1115,0000,1111,1616,1111,1111,1217,1117,0909,1015,1212,0000,1111,1919,2020,0909,0307,1212,1115,1218,1112,1212,1112,1515,0000,0911,1111,0611,0711,0000,1010,0111,0000,0712,1111,1212,0911,0202,1111,0611,1111,0411,0000,1111,1112,0000,1111,1111,0000,1111,1314
12415,0714,1414,0909,0909,1414,0909,0909,1414,0911,1414,1111,0000,0909,1111,0909,1010,1111,0000,1111,1111,1111,0000,0911,0711,0911,1114,0914,0000,1414,1111,0909,0101,0914,0912,1111,0000,1112,0000,0911,0909,0909,1111,1414,0109,0911,0209,0914,0404,1111,0808,1014,0809,0309,0909,1313,1111,0909,0000,0909,1414,0505,0911,0914,1414,1313,0911
12416,0000,0106,0615,0606,0606,0613,0606,0610,0606,0606,0609,0611,0000,0606,0606,0606,0610,0000,0606,0000,0000,0606,0606,0202,0615,0000,0618,0614,0000,0606,0606,0606,0606,0619,0306,0612,0606,0000,0606,0000,0606,0606,0606,0606,0606,0606,0606,0606,0606,0606,0606,0606,0606,0614,0607,0506,0606,0404,0610,0606,0000,0608,0606,1111,0000,0615
12417,1118,0505,1414,0514,0105,0101,0114,0105,0311,0505,0000,0505,0303,1119,0314,0000,0514,0303,1414,0000,0606,0305,0505,0513,1114,1414,1114,0406,1515,0909,0808,0000,1113,0505,0505,0506,0101,1114,1113,1111,0314,0105,1414,0000,1212,0505,1415,0105,0000,1111,0311,0505,1116,0606,1010,0307,1416,0000,0505,0510,0202,0000,0505,0114,0311,0505
12418,1217,1313,0913,1717,0303,1217,0000,1213,0707,0000,0113,1118,1212,1218,1313,0708,1717,1313,1313,0707,1010,1313,1313,1111,0000,1313,0000,0000,1313,1818,1313,1319,1717,1212,1212,0917,1215,1313,1313,1212,1117,1416,0000,1717,1317,0812,0712,1215,1313,1718,0000,0311,1313,0419,1819,0612,0513,1818,1212,0000,1717,1113,1111,0000,1219,0000
12420,0104,0101,0104,0101,0101,0104,0101,0101,0104,0101,0101,0104,0101,0101,0101,0101,0101,0101,0104,0101,0101,0101,0101,0404,0404,0101,0101,0101,0101,0101,0101,0101,0101,0101,0101,0104,0101,0104,0101,0104,0101,0102,0101,0101,0101,0404,0104,0104,0101,0104,0303,0104,0404,0101,0101,0101,0104,0101,0104,0104,0104,0101,0104,0101,0101,0104
12421,0202,0202,0606,1313,0211,0209,0203,0202,0000,0206,0606,0202,0000,0610,0202,1010,0210,0210,0202,1010,0202,0810,0202,0202,0202,0210,0000,0610,0707,0606,0202,0202,0202,1313,0505,0213,0210,1011,0202,0210,0206,1010,0000,0202,0202,0202,0210,0202,0212,0213,0202,1011,0206,0202,1010,0909,0210,0210,0202,0310,0000,0101,0206,0813,0210,0202
12422,0404,0000,0000,0404,0404,0404,0405,0405,0000,0404,0000,0404,0405,0404,0404,0404,0404,0404,0404,0404,0000,0404,0000,0404,0404,0404,0404,0404,0404,0104,0406,0404,0404,0000,0404,0505,0404,0404,0404,0304,0000,0405,0000,0405,0404,0405,0404,0404,0404,0404,0404,0404,0404,0000,0000,0404,0404,0404,0000,0404,0404,0404,0404,0204,0404,0000
12423,0000,0518,0818,1818,0824,1818,0818,1717,1818,0000,0808,1111,0823,0000,0000,0808,0818,0823,0508,0818,0118,1818,0818,0820,0000,0808,1818,0808,1823,1018,2222,1818,0815,0508,1818,1818,0818,0821,0000,0814,0000,1212,0505,0808,1818,0408,0606,1616,1818,1818,1718,0000,0909,0818,0218,1616,1818,0818,0808,0808,0000,1818,0000,1818,0818,0822
12426,0202,0202,0202,0202,0202,0203,0203,0202,0202,0202,0909,0202,0202,0203,0909,0202,0303,0303,0208,0202,0202,0202,0208,0202,0209,0202,0202,0202,0202,0202,0202,0203,0606,0202,0208,0202,0909,0209,0202,0404,0202,0909,0202,0203,0203,0202,0808,0202,0202,0202,0909,0202,0208,0202,0202,0202,0208,0202,0209,0203,0202,0202,0202,0202,0000,0203
12427,0505,0505,0505,0505,0505,0405,0506,0506,0505,0505,0505,0505,0505,0505,0505,0506,0505,0506,0505,0505,0505,0505,0505,0505,0506,0505,0505,0505,0505,0505,0505,0505,0505,0505,0506,0505,0505,0505,0505,0505,0305,0606,0506,0505,0505,0505,0506,0505,0505,0505,0505,0505,0505,0505,0505,0606,0205,0505,0506,0505,0506,0505,0505,0505,0506,0105
12428,0000,0000,1010,0210,0210,0202,1919,0101,0606,0000,1010,0119,0000,0210,0000,1010,1010,0310,0514,0808,1313,0000,1010,1010,0518,0000,1010,0810,0808,1010,0610,1010,1010,0101,0202,0000,0910,1010,0000,0710,0202,1010,1010,1010,1010,0202,0202,0519,1015,0208,0202,0000,0202,0218,1010,0808,0808,0000,0210,1010,0808,0505,0000,0408,0220,1010
12429,0101,0205,0505,0808,0808,0205,0505,0505,0909,0505,0202,0505,0205,0505,0505,0808,0505,0208,0205,0205,0205,0000,0505,0505,0509,0508,0205,0909,0202,0505,0202,0505,0202,0209,0405,0305,0205,0505,0202,0505,0505,0505,0505,0505,0505,0206,0909,0505,0505,0202,0508,0205,0505,0209,0909,0205,0202,0000,0000,0707,0205,0205,0000,0509,0205,0205
12431,0606,0813,0608,0808,0808,0808,0808,0606,0808,0814,0614,0303,0309,0314,0614,0208,0206,0815,0809,0608,0611,0608,0608,0315,0808,0000,0000,0814,0412,0309,0914,0808,0808,0814,0808,0808,0614,0308,0714,0808,0808,0614,0208,0808,0808,0308,0808,0000,0101,0306,0808,0000,0608,0808,0606,0615,0202,0408,0606,0608,0808,1014,0606,0814,0608,0606
12434,0707,0107,0713,0000,0303,0107,0707,0707,0707,0707,0712,0607,0707,0707,0707,0707,0707,0707,0707,0000,0000,0707,0101,1111,0707,0707,0707,0715,0707,0707,0707,0707,0101,0711,0707,0707,0707,0207,0707,0607,0707,0107,0707,0707,0707,0707,0707,0713,0406,0107,0707,0707,0101,0207,0707,0107,0707,0707,0707,0707,0707,0710,0707,0708,0707,0714
12436,0808,0606,0808,0508,0208,0808,0808,0608,0809,0808,0808,0809,0808,0809,0609,0808,0808,0408,0808,0809,0808,0308,0809,0508,0808,0608,0808,0808,0608,0308,0808,0808,0808,0808,0808,0000,0808,0808,0808,0808,0108,0808,0000,0809,0809,0809,0808,0809,0808,0808,0808,0810,0708,0808,0208,0208,0808,0608,0808,0809,0809,0808,0808,0810,0808,0809
12437,0202,0202,0202,0101,0202,0202,0202,0000,0000,0000,0000,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0202,0000,0202,0202,0202,0202,0202,0203,0202,0202,0202,0202,0202,0202,0202,0202,0202,0404,0000,0202,0202,0000,0202,0202,0202,0102,0202,0202,0202,0202,0202,0000,0202,0202,0202,0202,0202,0202,0202,0000,0000,0202,0202
12438,0909,2424,0914,0924,0000,0710,0909,0209,0000,2324,0910,0924,0909,0909,1019,1214,0510,1022,0000,0000,0918,1010,2324,0919,0909,0000,0919,0914,0510,1017,0923,0914,0409,0915,0000,2026,0912,0724,0609,0000,0505,0113,0000,0921,0909,0000,0914,0909,0910,1414,0710,0000,0505,1127,0909,0916,0709,0909,0925,1419,0910,0314,0000,0914,0808,1616
